_id,id,year,title,genres,actors,director,plot,release_date,rotten_tomatoes,poster,runtime,imdb_rating
66d7aee4c6dc28fe949740d1,tt0074285,1976,Carrie,"['Horror', 'Mystery']","['Sissy Spacek', 'Piper Laurie', 'Amy Irving']",['Brian De Palma'],"It's nearing the end of the school year. High school senior Carrie White is a social outcast, largely due to being unwise to the ways of the world based on her upbringing. Her mother, Margaret White, is a religious fanatic, her extreme views primarily targeted against sex, which she believes is a sin. She even believes natural associated processes such as menstruation are a sin, about which she has refused to mention to Carrie. Mrs. White's beliefs were taken to that extreme largely because of her own failed marriage and her husband Ralph long ago having run off with another woman. The only adult authority figure who tries to help Carrie with her life is her phys ed teacher, Miss Collins, who is nonetheless warned not to get too close to go against how Mrs. White chooses to raise Carrie, Mrs. White whose beliefs are well known in the community. An impromptu event that happens among Carrie's phys ed classmates against her leads to her classmates being punished. One of those students, self absorbed Chris Hargensen, vows revenge against Carrie for that punishment, the method of the revenge associated to the phys ed class incident. Another student however, the popular Sue Snell, begins to feel sorry for Carrie. In wanting to help her get out of her shell, Sue asks her boyfriend, the equally popular Tommy Ross, to take Carrie to the senior prom instead of her. This move does not sit well with Mrs. White, who in her extreme view believes Carrie will fall prey to sin. All these competing issues lead to Carrie deciding on an impulse to use a newfound skill to free herself from the figurative chains that have long been placed around her, with tragic consequences.",16 Nov 1976,93%,https://m.media-amazon.com/images/M/MV5BMTlhNmVkZGUtNjdjOC00YWY3LTljZWQtMTY1YWFhNGYwNDQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,98 min,7.4
66d7aee8c6dc28fe949740dc,tt0070608,1973,Robin Hood,"['Animation', 'Adventure', 'Comedy']","['Brian Bedford', 'Phil Harris', 'Roger Miller']","['Wolfgang Reitherman', 'David Hand']",An imaginative Disney version of the Robin Hood legend. Fun and romance abound as the swashbuckling hero of Sherwood Forest and his valiant sidekick plot one daring adventure after another to outwit the greedy Prince John (Sir Peter Ustinov) and his partner as they put the tax squeeze on the poor.,08 Nov 1973,58%,https://m.media-amazon.com/images/M/MV5BYjUwMzhkM2ItMTU2OC00OTQ5LWJlMDUtMzRmYjc0NDUyNGVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,83 min,7.5
66d7aeeac6dc28fe949740df,tt0065421,1970,The Aristocats,"['Animation', 'Adventure', 'Comedy']","['Phil Harris', 'Eva Gabor', 'Sterling Holloway']",['Wolfgang Reitherman'],"Retired opera star Adelaide Bonfamille enjoys the good life in her Paris villa with even classier cat Duchess and three kittens: pianist Berlioz, painter Toulouse and sanctimonious Marie. When loyal butler Edgar overhears her will leaves everything to the cats until their death, he drugs and kidnaps them. However retired army dogs make his sidecar capsize on the country. Crafty stray cat Thomas O'Malley takes them under his wing back to Paris. Edgar tries to cover his tracks and catch them at return, but more animals turn on him, from the cart horse Frou-Frou to the tame mouse Roquefort and O'Malley's jazz friends.",24 Dec 1970,64%,https://m.media-amazon.com/images/M/MV5BMTU1MzM0MjcxMF5BMl5BanBnXkFtZTgwODQ0MzcxMTE@._V1_SX300.jpg,78 min,7.1
66d7aeedc6dc28fe949740e7,tt0073802,1975,Three Days of the Condor,"['Crime', 'Mystery', 'Thriller']","['Robert Redford', 'Faye Dunaway', 'Cliff Robertson']",['Sydney Pollack'],"A mild mannered CIA researcher, paid to read books, returns from lunch to find all of his co-workers assassinated. ""Condor"" must find out who did this and get in from the cold before the hitmen get him.",25 Sep 1975,87%,https://m.media-amazon.com/images/M/MV5BMjQ1MmI4ODYtMTQwYi00OWM3LWFkOTQtZGJmMjViNTI4MDBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,117 min,7.4
66d7aef2c6dc28fe949740f4,tt0072271,1974,The Texas Chain Saw Massacre,['Horror'],"['Marilyn Burns', 'Edwin Neal', 'Allen Danziger']",['Tobe Hooper'],"En route to visit their grandfather's grave (which has apparently been ritualistically desecrated), five teenagers drive past a slaughterhouse, pick up (and quickly drop) a sinister hitch-hiker, eat some delicious home-cured meat at a roadside gas station, before ending up at the old family home... where they're plunged into a never-ending nightmare as they meet a family of cannibals who more than make up in power tools what they lack in social skills...",11 Oct 1974,89%,https://m.media-amazon.com/images/M/MV5BZDI3OWE0ZWMtNGJjOS00N2E4LWFiOTAtZjQ4OTNiNzIwN2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,83 min,7.4
66d7aef8c6dc28fe94974101,tt0079817,1979,Rocky II,"['Drama', 'Sport']","['Sylvester Stallone', 'Talia Shire', 'Burt Young']",['Sylvester Stallone'],"Rocky Balboa is enjoying life. He has a lovely wife, Adrian, had a successful fight with Apollo Creed and is able to enjoy the money he earned from the fight and a new endorsement deal. Unfortunately, Rocky becomes embarrassed when failing to complete an advert and ends up working in a meat packing company. He believes that he will no longer have a career as a boxer. Apollo wants to rematch with Rocky to prove all his critics wrong that he can beat Rocky. Can Rocky once again have a successful fight?",15 Jun 1979,71%,https://m.media-amazon.com/images/M/MV5BNjk2Y2FiYWEtNGViNy00ZDNkLThhZGItMDI5YjQ5NGYxYWJmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,119 min,7.3
66d7aefbc6dc28fe94974107,tt0074156,1976,Assault on Precinct 13,"['Action', 'Crime', 'Thriller']","['Austin Stoker', 'Darwin Joston', 'Laurie Zimmer']",['John Carpenter'],"Police ambush and kill several gang members in Los Angeles. Gang members make a pact of blood to strike back at police, and conduct a siege on the police station which is almost abandoned and due to be closed. Staff of the closing precinct and the criminals being held there while in transit must work together to fight off the attacking gang members.",05 Nov 1976,96%,https://m.media-amazon.com/images/M/MV5BZTQzMTA2ZjItMDA2Mi00YTNjLWFkOTktYTk3Y2JhZTdiYzU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,91 min,7.3
66d7af01c6dc28fe94974118,tt0076363,1977,The Many Adventures of Winnie the Pooh,"['Animation', 'Comedy', 'Family']","['Sebastian Cabot', 'Junius Matthews', 'Barbara Luddy']","['John Lounsbery', 'Wolfgang Reitherman', 'Ben Sharpsteen']","Pooh, a bear of very little brain, and all his friends in the Hundred Acre Wood sing their way through adventures that encompass honey, bees, bouncing, balloons, Eeyore's birthday, floods, and Pooh sticks.",24 Apr 1977,100%,https://m.media-amazon.com/images/M/MV5BYzkwMmI1YjktNDM4Ni00MmU5LWEyYWQtNTgyNjcxOTQ2OWJhXkEyXkFqcGc@._V1_SX300.jpg,74 min,7.5
66d7af09c6dc28fe9497412b,tt0071230,1974,Blazing Saddles,"['Comedy', 'Western']","['Cleavon Little', 'Gene Wilder', 'Slim Pickens']",['Mel Brooks'],"The Ultimate Western Spoof. A town where everyone seems to be named Johnson is in the way of the railroad. In order to grab their land, Hedley Lemar (Harvey Korman), a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor (Mel Brooks). Hedley convinces him to send the town the first Black sheriff (Cleavon Little) in the west. Bart is a sophisticated urbanite who will have some difficulty winning over the townspeople.",07 Feb 1974,89%,https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,93 min,7.7
66dcad90986ff61fa8eb4580,tt0077745,1978,Invasion of the Body Snatchers,"['Horror', 'Sci-Fi']","['Donald Sutherland', 'Brooke Adams', 'Jeff Goldblum']",['Philip Kaufman'],"The first remake of the paranoid infiltration classic moves the setting for the invasion from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"" realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?",22 Dec 1978,93%,https://m.media-amazon.com/images/M/MV5BMTkzY2Y3ZTMtYTg4Yy00OTNjLTlkNjctMGVlZDMwZWIxMzA0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,115 min,7.4
66df19ea21cc951426d5a53a,tt0074860,1976,Marathon Man,"['Crime', 'Drama', 'Thriller']","['Dustin Hoffman', 'Laurence Olivier', 'Roy Scheider']",['John Schlesinger'],"Thomas ""Babe"" Levy, whose brother Henry James ""Doc"" Levy is an oil business executive, is a Ph.D. candidate in History at Columbia University. He is also training as a marathon runner. Babe is paying homage to his deceased father, H.B. Levy, in pursuing the same studies as he, the father who committed suicide while being under investigation in the Communist witch hunts. Babe's work does not sit well with Doc who wants Babe to move on with his life. While at Columbia, Babe meets and begins to date Elsa Opel, a foreign exchange student also in History. While out for a walk in Central Park late one night, Babe and Elsa are mugged, the unusual aspect of it being that their attackers were men in suits. Babe will learn that the mugging was not a random attack after someone close to Babe is found murdered, the deceased whom was not whom he purported to be. From here, Babe is thrown into an international conspiracy concerning Nazi war criminal Christian Szell in hiding, and a large cache of diamonds. In the process, Babe learns that Szell's associates are after him believing that he was passed sensitive information by the deceased before his death. Not knowing anything about what's going on, Babe has to decide whom he can and cannot trust while he works to find out what's going on. In Babe discovering what's happening around him, his issue with Szell becomes personal.",08 Oct 1976,81%,https://m.media-amazon.com/images/M/MV5BYTcwNGYwNzgtNDBlZC00NTI4LTlmNDEtZmU1NTIxMGZmMDIwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,125 min,7.4
66df19ed21cc951426d5a53b,tt0071877,1974,Murder on the Orient Express,"['Crime', 'Drama', 'Mystery']","['Albert Finney', 'Lauren Bacall', 'Ingrid Bergman']",['Sidney Lumet'],"The first class compartment of the December 1935 departure of the Orient Express from Istanbul is full, unusual for this time of the year. Regardless, famed and fastidious Belgian detective, Hercule Poirot, who needs to get back to London immediately, is able to secure last minute passage in the compartment with the assistance of his friend, Signor Bianchi, one of the directors of the train line who is also making the trip. Some of the first class passengers seem concerned about Poirot's presence on the train. At least one of them has reason to be concerned, as later, another first class passenger, who earlier in the trip asked Poirot to provide protection for him due to several death threats, is found murdered in his stateroom by multiple stabbings. At the time the victim is found, the train is unexpectedly stopped and delayed due to snow in remote Yugoslavia, which may be problematic for the murderer in getting away now that Poirot is on the case, which he is doing as a favor to Bianchi as not to get the Yugoslav police involved. Poirot quickly learns that the victim was not who he presented himself to be and has a connection to a five-year-old American kidnapping and murder case of infant Daisy Armstrong, murdered in spite of the fact that her parents had paid the requested ransom. The murderer in that case has long been convicted and executed but the ransom moneys were never recovered, a known accomplice never captured, and both the Armstrong parents have since tragically died. As Poirot questions the train's valet, the victim's accompanying staff, and the other primarily well off first class passengers and their accompanying servants, who are all on the surface more than cooperative, he finds that many had opportunity and motive, the latter which may not be obvious. There is also a great deal of evidence discovered on the train, which pulls his thoughts in many directions. These pieces of information may complicate the deduction of who is the murderer.",24 Nov 1974,90%,https://m.media-amazon.com/images/M/MV5BNDlkZjJjYTktZDI4OS00MWFkLTg1MzMtNTY3MmI2OTBkMTU1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,128 min,7.2
66d5cdf366b2f0d84bfd5504,tt0078346,1978,Superman,"['Action', 'Adventure', 'Sci-Fi']","['Christopher Reeve', 'Margot Kidder', 'Gene Hackman']",['Richard Donner'],"Just before the destruction of the planet Krypton, scientist Jor-El sends his infant son Kal-El on a spaceship to Earth. Raised by kindly farmers Jonathan and Martha Kent, young Clark discovers the source of his superhuman powers and moves to Metropolis to fight evil. As Superman, he battles the villainous Lex Luthor, while, as novice reporter Clark Kent, he attempts to woo co-worker Lois Lane",15 Dec 1978,94%,https://m.media-amazon.com/images/M/MV5BMzA0YWMwMTUtMTVhNC00NjRkLWE2ZTgtOWEzNjJhYzNiMTlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,143 min,7.4
66df19f321cc951426d5a53c,tt0070355,1973,Magnum Force,"['Action', 'Crime', 'Mystery']","['Clint Eastwood', 'Hal Holbrook', 'Mitchell Ryan']",['Ted Post'],"San Francisco Police Inspector ""Dirty"" Harry Callahan (Clint Eastwood) and his new partner, Earlington ""Early"" Smith (Felton Perry) have been temporarily reassigned from Homicide to Stakeout Duty. Meanwhile, those of the city's criminals who manage to avoid punishment by the courts are nevertheless being killed by unknown assassins. Callahan begins to investigate the murders despite orders from his superior officer, Lieutenant Neil Briggs (Hal Holbrook). A man has to know his limitations.",25 Dec 1973,67%,https://m.media-amazon.com/images/M/MV5BYTA0MDEzZjktMGQ1OS00ZGIyLTg4OWUtNTMxZGRhNDM3NWM3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,124 min,7.2
66df19f621cc951426d5a53d,tt0070379,1973,Mean Streets,"['Crime', 'Drama', 'Thriller']","['Robert De Niro', 'Harvey Keitel', 'David Proval']",['Martin Scorsese'],"The future is set for Tony and Michael -- owning a neighborhood bar and making deals in the mean streets of New York City's Little Italy. For Charlie, the future is less clearly defined. A small-time hood, he works for his uncle, making collections and reclaiming bad debts. In love with a woman of whom his uncle disapproves (due to her epilepsy) and a friend of her disturbed cousin, Johnny Boy, a near psychotic whose trouble-making threatens them all -- Charlie just cannot reconcile opposing values. A failed attempt to escape (to Brooklyn) moves them all a step closer to a bitter, almost preordained future.",14 Oct 1973,94%,https://m.media-amazon.com/images/M/MV5BMWNmNGY3ZGMtYWQ3OC00Zjg4LWFiN2EtZjM2MDI1YzRiNjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,112 min,7.2
66d877cae2c4bbc31a1d8688,tt0069704,1973,American Graffiti,"['Comedy', 'Drama']","['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat']",['George Lucas'],"It's the proverbial end of the summer 1962 in a small southern California town. It's the evening before best friends and recent high school graduates, Curt Henderson and Steve Bolander, are scheduled to leave town to head to college back east. Curt, who received a lucrative local scholarship, is seen as the promise that their class holds. But Curt is having second thoughts about leaving what Steve basically sees as their dead end town. Curt's beliefs are strengthened when he spots an unknown beautiful blonde in a T-bird who mouths the words ""I love you"" to him. As Curt tries to find that blonde while trying to get away from a local gang who have him somewhat hostage, Curt may come to a decision about his immediate future. Outgoing class president Steve, on the other hand, wants to leave, despite meaning that he will leave girlfriend, head cheerleader and Curt's sister, Laurie Henderson, behind. Steve and Laurie spend the evening ""negotiating"" the state of their relationship. Meanwhile, two of their friends cruise around town for the evening. Steve has left his car to meek and mild-mannered Terry ""Toad"" Fields to look after during his absence. The wheels give Toad a new sense of confidence, which he uses to try and impress Debbie Dunham, a more experienced girl generally out of his league. And John Milner, who is seen as the king of the street race in his souped-up yellow deuce coupe, tries to get rid of precocious pre-teen, Carol Morrison, who has somehow become his passenger for the evening, while dealing with the challenge of bold out-of-towner, Bob Falfa.",11 Aug 1973,95%,https://m.media-amazon.com/images/M/MV5BZGE1YWIzOTItYjU5MC00OTM2LTk0MDgtOTBlMjY4NjkxNmVmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,110 min,7.4
66df19fa21cc951426d5a53e,tt0077975,1978,National Lampoon's Animal House,['Comedy'],"['John Belushi', 'Karen Allen', 'Tom Hulce']",['John Landis'],"Faber College has one frat house so disreputable it will take anyone. It has a second one full of white, anglo-saxon, rich young men who are so sanctimonious no one can stand them except Dean Wormer. The dean enlists the help of the second frat to get the boys of Delta House off campus. The dean's plan comes into play just before the homecoming parade to end all parades for all time.",28 Jul 1978,91%,https://m.media-amazon.com/images/M/MV5BOGI2NDI3OGQtNTE4Mi00YmYwLThmMTItMzU5MzQ3ZGUyMWJjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,109 min,7.4
66df19fd21cc951426d5a53f,tt0066026,1970,M*A*S*H,"['Comedy', 'Drama', 'War']","['Donald Sutherland', 'Elliott Gould', 'Tom Skerritt']",['Robert Altman'],"The personnel at the 4077 MASH unit deal with the horrors of the Korean War and the stresses faced in surgery by whatever means. The tone at the MASH is established by recent arrivals, surgeons Captains 'Hawkeye' Pierce, 'Duke' Forrest, and 'Trapper' John McIntyre - the latter who Hawkeye knows he's met somewhere, but Trapper who won't divulge where - whose antics can be best described as non-regulation, and in the negative words of one of their fellow MASH-ers, unmilitary. The unit's commanding officer, Colonel Henry Blake, doesn't care about this behavior as long as it doesn't affect him, and as long as they do their job and do it well, which they do. Their behavior does extremely bother fellow surgeon, Major Frank Burns, and recently arrived head nurse, Major Margaret Houlihan, who obtains the nickname 'Hot Lips' based on information they glean about her through underhanded means. Beyond their battles with Frank and Hot Lips, Hawkeye, Duke and/or Trapper help unit dentist Painless with a personal crisis, try to figure out if Hot Lips is a true blond, travel to Japan for a work and what they hope is a recreational trip, and hope to win big on a football bet against another unit in which they on the surface are the underdogs.",18 Mar 1970,84%,https://m.media-amazon.com/images/M/MV5BZDI0MDNiNWMtYzc5NS00MTc2LWJlMjktM2RkZTEyMzZjOTIwXkEyXkFqcGc@._V1_SX300.jpg,116 min,7.4
66df1a0021cc951426d5a540,tt0070849,1972,Last Tango in Paris,"['Drama', 'Romance']","['Marlon Brando', 'Maria Schneider', 'Maria Michi']",['Bernardo Bertolucci'],"While looking for an apartment, Jeanne, a beautiful young Parisienne, encounters Paul, a mysterious American expatriate mourning his wife's recent suicide. Instantly drawn to each other, they have a stormy, passionate affair, in which they do not reveal their names to each other. Their relationship deeply affects their lives, as Paul struggles with his wife's death and Jeanne prepares to marry her fiance, Tom, a film director making a cinema-verite documentary about her.",07 Feb 1973,82%,https://m.media-amazon.com/images/M/MV5BNDFjN2UwMmItNmMzNi00NTdhLWJlY2EtZmI3MGJiMmQ5MzUxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,129 min,6.9
66dcac29986ff61fa8eb4573,tt0070723,1973,Soylent Green,"['Crime', 'Mystery', 'Sci-Fi']","['Charlton Heston', 'Edward G. Robinson', 'Leigh Taylor-Young']",['Richard Fleischer'],"In 2022, Earth is overpopulated and totally polluted; the natural resources have been exhausted and the nourishment of the population is provided by Soylent Industries, a company that makes a food consisting of plankton from the oceans. In New York City, when Soylent's member of the board William R. Simonson is murdered apparently by a burglar at the Chelsea Towers West where he lives, efficient Detective Thorn is assigned to investigate the case with his partner Solomon ""Sol"" Roth. Thorn comes to the fancy apartment and meets Simonson's bodyguard Tab Fielding and the ""furniture"" (woman that is rented together with the flat) Shirl and the detective concludes that the executive was not victim of burglary but executed. Further, he finds that the Governor Santini and other powerful men want to disrupt and end Thorn's investigation. But Thorn continues his work and discovers a bizarre and disturbing secret of the ingredient used to manufacture Soylent Green.",09 May 1973,71%,https://m.media-amazon.com/images/M/MV5BZmFlYmJhZWItMWYyZS00NjZjLTlhYzgtODkzY2U3ZTQ3ZGMzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,97 min,7.0
66df1a0421cc951426d5a541,tt0069995,1973,Don't Look Now,"['Drama', 'Horror', 'Mystery']","['Julie Christie', 'Donald Sutherland', 'Hilary Mason']",['Nicolas Roeg'],"John and Laura Baxter are in Venice when they meet a pair of elderly sisters, one of whom claims to be psychic. She insists that she sees the spirit of the Baxters' daughter, who recently drowned. Laura is intrigued, but John resists the idea. He, however, seems to have his own psychic flashes, seeing their daughter walk the streets in her red cloak, as well as Laura and the sisters on a funeral gondola.",01 Jan 1974,93%,https://m.media-amazon.com/images/M/MV5BNDZmYzJmMDQtM2NkNi00NjU0LTlmZGItNDFjZjVkZjhmNDcyXkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_SX300.jpg,110 min,7.1
66d85a1e05793b5a78986a39,tt0076752,1977,The Spy Who Loved Me,"['Action', 'Adventure', 'Thriller']","['Roger Moore', 'Barbara Bach', 'Curd Jürgens']",['Lewis Gilbert'],"James Bond is back again and his new mission is to find out how a Royal Navy Polaris submarine holding sixteen nuclear warheads simply disappeared while on patrol. Bond joins Major Anya Amasova and takes on a a web-handed mastermind, known as Karl Stromberg, as well as his henchman Jaws, who has a mouthful of metal teeth. Bond must track down the location of the missing submarine before the warheads are fired.",03 Aug 1977,82%,https://m.media-amazon.com/images/M/MV5BZDJhOTgyMTUtMDVhOS00MzRlLTk0MjYtYjI5NzhhMTExMTc1XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,125 min,7.0
66df1a0721cc951426d5a542,tt0076618,1977,The Rescuers,"['Animation', 'Adventure', 'Comedy']","['Bob Newhart', 'Eva Gabor', 'Geraldine Page']","['John Lounsbery', 'Wolfgang Reitherman', 'Art Stevens']","When a bottle containing a plea for help from a little girl named Penny makes its way to the Rescue Aid Society, a mouse organization in the basement of the United Nations building dedicated to the rescue and well-being of anyone in need, it is up to the brave mouse Miss Bianca and her chosen partner, the shy janitor Bernard, to rescue the girl. Searching for clues at Penny's home at Morningside Orphanage in New York City, the two mice discover that the girl has been kidnapped by the evil pawn shop owner Madame Medusa and her companion Mr. Snoops. On the back of Orville the albatross, Miss Bianca and Bernard travel to the terrifyingly gloomy Devil's Bayou where they learn the shocking truth: the innocent young girl is being forced down into a dangerous, dark underground pirate's cave where she must find the Devil's Eye, the world's largest diamond and Madame Medusa's greatest obsession. Before returning safely home, Miss Bianca, Bernard, and Penny will have to combat Madame Medusa's two ferocious pet alligators Brutus and Nero with the help of Ellie Mae and Evinrude the dragonfly, as well as survive the raging tides inside the horrible pirate's cave.",22 Jun 1977,79%,https://m.media-amazon.com/images/M/MV5BMjMwNDU4MjQtNGVkMi00YTdlLTk2NTgtMjRjYzM3YjZkN2ZmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,77 min,6.9
66dcac28986ff61fa8eb456f,tt0070909,1973,Westworld,"['Action', 'Drama', 'Sci-Fi']","['Yul Brynner', 'Richard Benjamin', 'James Brolin']",['Michael Crichton'],"An amusement park for rich vacationers, it provides its customers a way to live out their fantasies through the use of robots that provide anything they want. Two of the vacationers choose a wild west adventure. However, after a computer breakdown, they find that they are now being stalked by a rogue robot gunslinger.",21 Nov 1973,84%,https://m.media-amazon.com/images/M/MV5BMWY0NzM5MDAtYTg2NC00MDZjLTgwM2UtZjdiOTEzMjQ4MjU0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,88 min,6.9
66df1a0b21cc951426d5a543,tt0076666,1977,Saturday Night Fever,"['Drama', 'Music']","['John Travolta', 'Karen Lynn Gorney', 'Barry Miller']",['John Badham'],"Nineteen-year-old Brooklyn native Tony Manero lives for Saturday nights at the local disco, where he's king of the club, thanks to his stylish moves on the dance floor. But outside of the club, things don't look so rosy. At home, Tony fights constantly with his father and has to compete with his family's starry-eyed view of his older brother, a priest. Nor can he find satisfaction at his dead-end job at a small paint store. However, things begin to change when he spies Stephanie Mangano in the disco and starts training with her for the club's dance competition. Stephanie dreams of the world beyond Brooklyn, and her plans to move to Manhattan just over the bridge soon change Tony's life forever.",16 Dec 1977,82%,https://m.media-amazon.com/images/M/MV5BOWU0NjZhMWEtMWU2Zi00NTgwLWI1OTQtNDJlNDAyNzdlZjljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,118 min,6.8
66d5cd4366b2f0d84bfd54ca,tt0079501,1979,Mad Max,"['Action', 'Adventure', 'Sci-Fi']","['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-Byrne']",['George Miller'],"Taking place in a dystopian Australia in the near future, Mad Max tells the story of a highway patrolman cruising the squalid back roads that have become the breeding ground of criminals foraging for gasoline and scraps. After some grisly events at the hands of a motorcycle gang, Max sets out across the barren wastelands in search of revenge.",21 Mar 1980,90%,https://m.media-amazon.com/images/M/MV5BMTM4Mjg5ODEzMV5BMl5BanBnXkFtZTcwMDc3NDk0NA@@._V1_SX300.jpg,88 min,6.8
66df1a0e21cc951426d5a544,tt0070328,1973,Live and Let Die,"['Action', 'Adventure', 'Thriller']","['Roger Moore', 'Yaphet Kotto', 'Jane Seymour']",['Guy Hamilton'],"Several British agents have been murdered and James Bond is sent to New Orleans, to investigate these mysterious deaths. Mr. Big comes to his knowledge, who is self-producing heroin. Along his journeys he meets Tee Hee who has a claw for a hand, Baron Samedi the voodoo master and Solitaire a tarot card reader. Bond must travel to New Orleans, and deep into the Bayou.",27 Jun 1973,67%,https://m.media-amazon.com/images/M/MV5BMzY0M2MzODYtZDU5Yy00YTg2LWJmMGQtNmY1OWZiYjlmNzY0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,121 min,6.7
66dcd885986ff61fa8eb458e,tt0079945,1979,Star Trek: The Motion Picture,"['Adventure', 'Mystery', 'Sci-Fi']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",['Robert Wise'],"A massive alien spacecraft of enormous power destroys three powerful Klingon cruisers as it makes its way towards Federation space. Admiral James T. Kirk is ordered to take command of the USS Enterprise for the first time since her historic five-year mission. The Epsilon IX space station alerts the Federation, but they are also destroyed by the alien spacecraft. The only starship in range is the Enterprise, after undergoing a major overhaul in drydock orbiting Earth. Kirk rounds up the rest of his crew, and acquires some new members, and sets off to intercept the alien spacecraft. However, it has been three years since Kirk last went into deep space - is he up to the task of saving Earth?",08 Dec 1979,53%,https://m.media-amazon.com/images/M/MV5BNjk1ZjAyZjktZTY4YS00NDY3LWIwMzktMjZiNGIzODFiZDVmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,143 min,6.4
66d85a1f05793b5a78986a3b,tt0071807,1974,The Man with the Golden Gun,"['Action', 'Adventure', 'Thriller']","['Roger Moore', 'Christopher Lee', 'Britt Ekland']",['Guy Hamilton'],"Scaramanga is a hitman who charges one million dollars per job. He becomes linked to the death of a scientist working on a powerful solar cell, and James Bond is called in to investigate. As he tracks down Scaramanga, he realizes that he is highly respected by the killer, but will this prove to be an advantage in the final showdown?",20 Dec 1974,42%,https://m.media-amazon.com/images/M/MV5BYjY3YmM1MTItMWE0NC00NjFmLWFkMDgtMWFiZjY5NzQyZGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,125 min,6.7
66df1a1421cc951426d5a545,tt0066995,1971,Diamonds Are Forever,"['Action', 'Adventure', 'Thriller']","['Sean Connery', 'Jill St. John', 'Charles Gray']",['Guy Hamilton'],"James Bond's mission is to find out who has been smuggling diamonds, which are not re-appearing. He adopts another identity in the form of Peter Franks. He joins up with Tiffany Case, and acts as if he is smuggling the diamonds, but everyone is hungry for these diamonds. He also has to avoid Mr. Wint and Mr. Kidd, the dangerous couple who do not leave anyone in their way. Ernst Stavro Blofeld isn't out of the question. He may have changed his looks, but is he linked with the heist? And if he is, can Bond finally defeat his ultimate enemy.",17 Dec 1971,64%,https://m.media-amazon.com/images/M/MV5BZjE1NTc2MzAtZTgzNi00ZmY0LWIxNjUtZTQwMjdlNTY0ZTM2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,120 min,6.5
66df1a1721cc951426d5a546,tt0067065,1971,Escape from the Planet of the Apes,"['Action', 'Sci-Fi']","['Roddy McDowall', 'Kim Hunter', 'Bradford Dillman']",['Don Taylor'],"Following the events in ""Beneath the Planet of the Apes"", Cornelius and Zira flee back through time to 20th Century Los Angeles, where they face fear and persecution similar to what Taylor and Brent suffered in the future, and discover the origins of the stream of events that will shape their world.",09 Jul 1971,76%,https://m.media-amazon.com/images/M/MV5BNWE5NTQ4ZDQtNjUyMC00NjA3LTk1NTctNmRkYTUyMTFmYTI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,98 min,6.3
